caseid,curweek,curyear,received_job_offers,how_many_job_offers,offered_wage,previous_wage,acceptance_yn
403085190,9,2010,Yes,2.0,13.0,10.0,n
403373639,50,2009,Yes,,10.0,15.0,n
404053398,43,2009,Yes,1.0,40.0,40.0,y
404302609,3,2010,Yes,1.0,55.0,48.07692307692308,y
406191865,44,2009,Yes,1.0,,19.23076923076923,n
406865740,15,2010,Yes,1.0,13.0,15.0,n
407759596,53,2009,Yes,,17.5,20.0,y
407880119,48,2009,Yes,1.0,30.76923076923077,27.77777777777778,y
408734499,47,2009,Yes,,20.673076923076923,24.03846153846154,y
409703373,4,2010,Yes,1.0,25.48076923076923,21.634615384615383,y
409840252,42,2009,Yes,1.0,22.5,22.0,y
410558227,42,2009,Yes,1.0,11.0,11.0,y
410816279,42,2009,Yes,1.0,9.0,12.0,y
411320157,42,2009,Yes,2.0,13.717948717948717,32.05128205128205,n
411320157,45,2009,Yes,2.0,16.826923076923077,32.05128205128205,n
411320157,46,2009,Yes,1.0,14.423076923076923,38.46153846153846,n
411829768,8,2010,Yes,1.0,17.0,15.0,y
414214253,50,2009,Yes,1.0,20.192307692307693,20.192307692307693,y
414288085,14,2010,Yes,,35.0,40.0,y
414389357,43,2009,Yes,1.0,12.5,12.5,y
414429958,10,2010,Yes,1.0,20.0,17.5,n
416079209,48,2009,Yes,2.0,18.0,18.0,y
416893034,7,2010,Yes,,12.5,9.0,y
417839305,8,2010,Yes,1.0,20.242914979757085,19.23076923076923,y
418111679,13,2010,Yes,1.0,25.0,21.634615384615383,y
418981999,44,2009,Yes,,19.23076923076923,,y
419881540,4,2010,Yes,1.0,22.0,24.03846153846154,y
420236344,14,2010,Yes,,40.0,33.65384615384615,y
420989697,15,2010,Yes,1.0,25.0,21.978021978021978,y
421190142,43,2009,Yes,1.0,13.0,13.0,y
421475991,12,2010,Yes,1.0,12.0,12.0,y
422436168,44,2009,Yes,,9.0,13.0,n
422966054,48,2009,Yes,1.0,10.0,16.826923076923077,y
424200271,9,2010,Yes,1.0,16.5,18.0,y
425583557,4,2010,Yes,1.0,20.192307692307693,17.307692307692307,y
425897612,12,2010,Yes,,10.0,15.0,y
428044147,50,2009,Yes,,10.0,16.826923076923077,y
428207766,46,2009,Yes,1.0,14.0,15.0,y
428399892,44,2009,Yes,1.0,17.094017094017094,16.0,y
428660668,3,2010,Yes,1.0,28.846153846153847,19.23076923076923,y
428698962,45,2009,Yes,1.0,11.0,11.0,y
431064064,44,2009,Yes,,8.5,31.25,n
431064064,45,2009,Yes,,43.0,31.25,y
433227124,44,2009,Yes,,22.0,35.0,y
433247980,44,2009,Yes,1.0,14.903846153846153,17.71255060728745,n
435181653,46,2009,Yes,1.0,11.35,18.26923076923077,n
435492052,5,2010,Yes,1.0,22.0,24.03846153846154,y
436357378,47,2009,Yes,1.0,30.048076923076923,26.442307692307693,y
436724927,43,2009,Yes,1.0,15.0,28.846153846153847,n
438608874,12,2010,Yes,,10.0,15.0,n
438640500,42,2009,Yes,1.0,10.25,18.0,y
438789492,45,2009,Yes,1.0,10.6,17.78846153846154,y
439104124,51,2009,Yes,1.0,96.15384615384616,72.11538461538461,y
439369666,9,2010,Yes,,13.333333333333334,19.23076923076923,y
440050317,52,2009,Yes,1.0,10.0,10.0,y
440624864,52,2009,Yes,1.0,11.057692307692308,12.01923076923077,y
441911011,48,2009,Yes,3.0,9.0,20.0,n
444192037,45,2009,Yes,,13.0,13.0,y
445226351,4,2010,Yes,1.0,17.0,19.23076923076923,y
446382872,5,2010,Yes,1.0,14.423076923076923,14.423076923076923,y
446575090,6,2010,Yes,1.0,21.03,16.0,y
447262757,7,2010,Yes,2.0,25.641025641025642,19.23076923076923,y
447383201,46,2009,Yes,1.0,16.0,20.0,y
447935057,43,2009,Yes,1.0,14.56043956043956,19.23076923076923,y
448063915,2,2010,Yes,1.0,33.0,28.846153846153847,y
449975851,51,2009,Yes,1.0,14.5,14.0,y
450084012,47,2009,Yes,1.0,13.5,13.4,y
450767942,42,2009,Yes,1.0,45.0,45.0,y
450890613,43,2009,Yes,2.0,45.67307692307692,48.07692307692308,y
451033219,44,2009,Yes,1.0,10.0,24.03846153846154,y
451236472,9,2010,Yes,1.0,14.423076923076923,16.826923076923077,y
453079772,6,2010,Yes,1.0,24.51923076923077,24.03846153846154,y
453911812,42,2009,Yes,1.0,14.0,15.0,y
454081956,44,2009,Yes,2.0,20.0,18.0,n
454081956,2,2010,Yes,1.0,19.0,18.0,n
454292220,45,2009,Yes,1.0,26.0,25.0,y
454370474,5,2010,Yes,1.0,20.0,24.725274725274726,y
455564267,44,2009,Yes,,25.0,25.0,y
455572705,44,2009,Yes,2.0,15.0,15.0,y
456197901,44,2009,Yes,1.0,12.25,16.826923076923077,n
456280971,44,2009,Yes,1.0,31.37651821862348,31.0,y
457339214,47,2009,Yes,7.0,10.0,10.0,y
457980171,6,2010,Yes,1.0,10.0,15.0,y
460105343,8,2010,Yes,3.0,15.567765567765568,15.567765567765568,y
460379975,45,2009,Yes,2.0,10.0,13.0,n
460572015,47,2009,Yes,1.0,27.5,30.0,y
462339434,52,2009,Yes,1.0,52.88461538461539,48.07692307692308,y
463391332,46,2009,Yes,1.0,16.25,17.0,y
464145802,4,2010,Yes,1.0,71.15384615384616,88.9423076923077,y
464262970,3,2010,Yes,1.0,50.0,18.0,n
465475955,12,2010,Yes,1.0,30.0,25.0,y
465679928,43,2009,Yes,,12.01923076923077,28.846153846153847,n
465698963,2,2010,Yes,1.0,35.0,24.475524475524477,y
465756711,43,2009,Yes,1.0,16.0,,y
467299232,9,2010,Yes,1.0,65.0,43.26923076923077,y
467382886,14,2010,Yes,1.0,15.0,15.0,n
468076988,49,2009,Yes,1.0,40.0,28.846153846153847,y
468736835,51,2009,Yes,1.0,20.0,25.0,n
469046290,45,2009,Yes,1.0,24.725274725274726,21.634615384615383,y
469279883,43,2009,Yes,2.0,14.5,10.0,n
469279883,44,2009,Yes,1.0,12.18,10.0,y
469642012,49,2009,Yes,1.0,,25.0,y
469997925,50,2009,Yes,1.0,10.0,16.025641025641026,y
471575032,53,2009,Yes,1.0,10.0,12.0,y
473691875,49,2009,Yes,1.0,8.0,20.0,y
474025406,43,2009,Yes,1.0,13.65,15.0,y
475541028,10,2010,Yes,2.0,4.444444444444445,19.23076923076923,y
476886739,45,2009,Yes,,16.0,15.0,y
476993019,5,2010,Yes,,32.05128205128205,19.23076923076923,y
479725497,47,2009,Yes,1.0,15.0,10.0,y
479767853,3,2010,Yes,1.0,7.0,12.0,y
480945729,48,2009,Yes,2.0,14.0,17.0,n
481095692,49,2009,Yes,1.0,10.0,15.0,n
481598768,45,2009,Yes,1.0,27.0,26.923076923076923,y
481668395,10,2010,Yes,1.0,20.0,16.826923076923077,y
481940477,6,2010,Yes,1.0,13.0,28.846153846153847,n
482269449,4,2010,Yes,1.0,17.0,19.23076923076923,y
482398015,46,2009,Yes,,9.5,16.025641025641026,y
482540092,9,2010,Yes,2.0,50.607287449392715,38.46153846153846,y
483269125,42,2009,Yes,1.0,32.0,75.0,y
483544963,43,2009,Yes,1.0,17.094017094017094,33.65384615384615,y
483907977,3,2010,Yes,1.0,50.0,23.076923076923077,y
484300111,45,2009,Yes,,27.0,25.0,y
484402664,52,2009,Yes,1.0,60.09615384615385,70.0,y
484617561,10,2010,Yes,,18.0,24.0,n
485129032,52,2009,Yes,1.0,25.0,18.65,y
485829499,45,2009,Yes,,125.0,29.914529914529915,y
486793478,6,2010,Yes,1.0,86.53846153846153,72.11538461538461,y
487131150,3,2010,Yes,1.0,21.153846153846153,18.26923076923077,y
487300440,48,2009,Yes,1.0,20.0,30.0,y
488115276,10,2010,Yes,2.0,33.0,17.0,y
491607221,51,2009,Yes,1.0,13.125,,y
491918631,3,2010,Yes,1.0,21.0,,y
492046757,51,2009,Yes,1.0,13.62,19.78021978021978,y
492364884,10,2010,Yes,1.0,7.65,9.0,y
495101785,43,2009,Yes,2.0,12.0,12.0,y
495337483,43,2009,Yes,1.0,12.0,12.0,y
495627137,46,2009,Yes,1.0,10.0,15.0,n
495627137,47,2009,Yes,1.0,10.0,15.0,n
495627137,51,2009,Yes,2.0,12.0,14.0,n
497117245,46,2009,Yes,2.0,50.0,100.0,n
497425696,3,2010,Yes,1.0,17.307692307692307,16.826923076923077,y
497961589,3,2010,Yes,1.0,36.71328671328671,45.67307692307692,n
498065529,10,2010,Yes,1.0,20.0,24.03846153846154,y
498417687,43,2009,Yes,1.0,11.0,15.0,n
498487291,46,2009,Yes,1.0,10.0,24.0,n
498523393,43,2009,Yes,1.0,15.0,10.0,y
499086590,50,2009,Yes,2.0,10.0,10.0,y
500529023,43,2009,Yes,,10.0,10.0,y
500721623,48,2009,Yes,2.0,20.0,11.217948717948717,y
502168361,8,2010,Yes,2.0,10.5,10.0,y
503197027,3,2010,Yes,1.0,9.0,15.0,n
503197027,8,2010,Yes,1.0,30.0,15.0,y
503576758,49,2009,Yes,1.0,10.0,16.0,y
505126683,45,2009,Yes,2.0,7.4,17.0,n
505126683,15,2010,Yes,,,17.0,n
506288357,43,2009,Yes,2.0,18.0,15.0,y
507464680,7,2010,Yes,1.0,26.958333333333332,35.0,y
508699614,10,2010,Yes,1.0,6.25,30.76923076923077,y
508940073,13,2010,Yes,,19.23076923076923,19.23076923076923,y
512190660,14,2010,Yes,1.0,9.782608695652174,15.384615384615385,y
514236607,47,2009,Yes,1.0,20.0,20.0,y
514343729,43,2009,Yes,,13.0,13.0,y
515236686,42,2009,Yes,1.0,14.0,15.0,y
515732182,46,2009,Yes,2.0,9.5,9.5,n
515732182,51,2009,Yes,2.0,9.5,9.5,y
515852051,9,2010,Yes,1.0,24.03846153846154,21.978021978021978,y
516044718,46,2009,Yes,1.0,50.0,20.0,y
516985756,8,2010,Yes,1.0,24.03846153846154,22.83653846153846,y
517134281,45,2009,Yes,1.0,28.0,15.0,y
518127789,46,2009,Yes,2.0,8.0,9.0,n
520201044,7,2010,Yes,,13.31360946745562,13.31360946745562,y
520343467,43,2009,Yes,,15.625,16.346153846153847,y
520429439,11,2010,Yes,,17.75,12.0,y
520592711,42,2009,Yes,,47.0,45.67307692307692,y
520751808,4,2010,Yes,1.0,9.0,15.0,y
521006688,43,2009,Yes,2.0,4.8076923076923075,13.0,n
521006688,10,2010,Yes,1.0,11.0,10.0,y
521424963,47,2009,Yes,1.0,25.0,31.25,y
521744609,44,2009,Yes,,25.0,25.0,y
522310698,44,2009,Yes,2.0,38.46153846153846,38.46153846153846,y
522550830,12,2010,Yes,1.0,17.4,17.0,y
522863668,3,2010,Yes,1.0,45.0,31.25,n
525468550,5,2010,Yes,2.0,6.666666666666667,11.428571428571429,y
526829877,44,2009,Yes,1.0,15.0,20.0,y
527010511,43,2009,Yes,1.0,34.13461538461539,24.03846153846154,y
528501078,42,2009,Yes,,18.72,15.0,y
530031451,43,2009,Yes,2.0,3.0,10.0,n
530431387,10,2010,Yes,2.0,30.0,25.0,y
530691059,4,2010,Yes,2.0,7.75,11.0,n
531477669,44,2009,Yes,1.0,7.75,10.0,y
531976416,11,2010,Yes,1.0,12.0,12.0,y
532521738,48,2009,Yes,1.0,10.3,14.423076923076923,y
533350986,46,2009,Yes,1.0,12.5,12.5,y
533404986,44,2009,Yes,1.0,9.49,9.0,y
534274881,9,2010,Yes,1.0,10.87,13.0,y
535338625,46,2009,Yes,1.0,9.0,12.01923076923077,y
536356132,11,2010,Yes,1.0,12.0,12.0,y
536796343,47,2009,Yes,2.0,21.0,15.0,y
536908607,42,2009,Yes,1.0,12.0,12.0,y
537312528,48,2009,Yes,1.0,12.0,19.23076923076923,y
537739633,42,2009,Yes,1.0,12.0,10.0,y
537931503,50,2009,Yes,1.0,32.0,23.0,y
540675489,5,2010,Yes,1.0,32.21153846153846,30.0,y
541954648,47,2009,Yes,1.0,26.153846153846153,17.142857142857142,y
542181607,42,2009,Yes,1.0,40.0,179.48717948717947,y
542317765,46,2009,Yes,1.0,11.5,12.0,y
542893742,45,2009,Yes,2.0,10.0,10.0,n
543256645,44,2009,Yes,1.0,17.094017094017094,19.23076923076923,y
543478742,43,2009,Yes,1.0,7.45,19.23076923076923,y
543563567,42,2009,Yes,1.0,11.35,13.0,y
544298798,43,2009,Yes,1.0,13.35,13.0,y
544373152,49,2009,Yes,1.0,13.75,13.75,y
545766115,43,2009,Yes,1.0,13.0,11.0,y
545782371,43,2009,Yes,1.0,25.0,25.0,y
546478138,45,2009,Yes,,17.0,50.0,y
547143868,11,2010,Yes,1.0,25.0,20.0,y
547228569,5,2010,Yes,1.0,10.0,20.0,y
549321587,44,2009,Yes,1.0,12.0,12.0,y
550728209,45,2009,Yes,1.0,7.75,13.0,y
550917524,42,2009,Yes,1.0,16.5,30.76923076923077,y
551606306,50,2009,Yes,1.0,13.35,14.423076923076923,y
551656806,44,2009,Yes,2.0,10.0,10.0,y
551801134,7,2010,Yes,1.0,14.25,10.0,y
552502751,44,2009,Yes,1.0,37.5,30.76923076923077,y
552548054,45,2009,Yes,,15.0,21.978021978021978,y
552615835,45,2009,Yes,1.0,12.0,20.0,n
552672669,7,2010,Yes,,12.0,13.333333333333334,y
553439436,53,2009,Yes,1.0,23.076923076923077,23.076923076923077,y
555173589,43,2009,Yes,1.0,10.0,18.0,y
556452760,45,2009,Yes,1.0,15.0,14.423076923076923,n
556537258,4,2010,Yes,1.0,7.25,21.634615384615383,y
556851662,42,2009,Yes,1.0,13.0,17.0,y
556987549,42,2009,Yes,1.0,25.0,24.03846153846154,y
557356922,42,2009,Yes,1.0,8.0,10.0,y
557402508,42,2009,Yes,1.0,17.5,20.0,y
557432040,42,2009,Yes,,24.03846153846154,36.05769230769231,y
558037806,47,2009,Yes,1.0,15.0,16.826923076923077,y
600070711,43,2009,Yes,,40.0,30.0,n
600070711,44,2009,Yes,1.0,36.0,30.0,y
600105361,45,2009,Yes,2.0,20.0,33.65384615384615,n
600105361,47,2009,Yes,3.0,15.384615384615385,36.05769230769231,n
600643784,43,2009,Yes,,4.0,48.07692307692308,y
600693037,45,2009,Yes,1.0,7.25,10.0,y
600822952,43,2009,Yes,1.0,20.192307692307693,28.846153846153847,n
600822952,45,2009,Yes,3.0,21.634615384615383,28.846153846153847,n
601589582,43,2009,Yes,1.0,40.86538461538461,36.05769230769231,y
602142364,43,2009,Yes,,17.0,17.0,y
604598361,45,2009,Yes,1.0,8.5,10.0,n
604598361,48,2009,Yes,1.0,12.0,10.0,n
609766363,43,2009,Yes,,32.0,32.0,y
609799628,42,2009,Yes,2.0,28.846153846153847,48.07692307692308,n
610423343,48,2009,Yes,1.0,14.0,26.442307692307693,y
610446359,44,2009,Yes,,8.035714285714286,8.0,y
612353257,44,2009,Yes,1.0,10.75,10.0,y
617712329,44,2009,Yes,1.0,20.0,20.0,y
618277674,44,2009,Yes,1.0,20.0,24.03846153846154,y
619880079,43,2009,Yes,,8.571428571428571,8.571428571428571,y
620413141,49,2009,Yes,2.0,26.48076923076923,38.46153846153846,y
621608766,46,2009,Yes,1.0,11.75,10.0,y
623844478,47,2009,Yes,,26.442307692307693,24.03846153846154,y
624063719,47,2009,Yes,1.0,28.1,28.846153846153847,y
625718784,45,2009,Yes,1.0,75.0,48.07692307692308,y
627589041,47,2009,Yes,1.0,13.5,14.0,n
631817231,42,2009,Yes,1.0,12.0,15.0,n
635401548,48,2009,Yes,1.0,13.5,13.0,y
637041012,47,2009,Yes,1.0,25.0,17.307692307692307,y
637282985,46,2009,Yes,2.0,50.0,39.285714285714285,y
638643404,46,2009,Yes,1.0,18.19126819126819,24.03846153846154,y
639434559,43,2009,Yes,5.0,7.0,10.0,y
640309327,43,2009,Yes,1.0,42.5,42.5,y
641187669,49,2009,Yes,1.0,14.423076923076923,25.0,n
644254375,51,2009,Yes,1.0,40.0,31.25,y
647762451,45,2009,Yes,,10.0,15.0,y
648222396,43,2009,Yes,1.0,7.75,10.0,y
650951433,47,2009,Yes,1.0,19.5,24.03846153846154,y
653096627,43,2009,Yes,1.0,8.5,12.0,y
654707548,51,2009,Yes,1.0,9.0,10.0,y
656932753,45,2009,Yes,1.0,12.01923076923077,15.0,y
658028289,43,2009,Yes,2.0,10.0,21.978021978021978,y
658413434,44,2009,Yes,2.0,62.5,30.0,y
658436068,51,2009,Yes,1.0,20.0,32.0,y
659754309,2,2010,Yes,1.0,21.634615384615383,21.634615384615383,y
662397935,1,2010,Yes,1.0,16.0,40.0,y
663014730,43,2009,Yes,1.0,10.0,21.53846153846154,n
667375958,43,2009,Yes,1.0,9.134615384615385,14.423076923076923,y
670769511,48,2009,Yes,1.0,50.0,24.03846153846154,y
672034912,43,2009,Yes,1.0,21.153846153846153,31.25,y
674647284,43,2009,Yes,1.0,29.0,29.0,y
675194530,43,2009,Yes,3.0,12.820512820512821,17.628205128205128,n
675194530,46,2009,Yes,5.0,14.423076923076923,10.576923076923077,n
675928861,47,2009,Yes,1.0,62.5,57.69230769230769,y
678479641,44,2009,Yes,1.0,16.0,28.846153846153847,y
678732485,43,2009,Yes,2.0,18.5,14.423076923076923,y
680781291,51,2009,Yes,,29.0,30.0,y
681597972,46,2009,Yes,1.0,7.0,14.0,y
682636809,48,2009,Yes,1.0,7.0,18.0,n
683990195,45,2009,Yes,1.0,25.96153846153846,25.0,y
684770035,43,2009,Yes,1.0,8.0,33.65384615384615,n
684770035,45,2009,Yes,1.0,8.0,33.65384615384615,n
685611928,44,2009,Yes,1.0,9.0,9.25,y
688365871,43,2009,Yes,1.0,12.0,12.5,y
688471655,48,2009,Yes,1.0,51.0,51.0,y
688951355,45,2009,Yes,1.0,12.0,8.5,y
689167186,45,2009,Yes,1.0,8.0,10.0,y
691363794,49,2009,Yes,1.0,10.0,10.0,y
691581684,50,2009,Yes,1.0,8.0,13.0,n
693109402,45,2009,Yes,1.0,11.0,17.0,n
693109402,51,2009,Yes,1.0,16.826923076923077,17.0,y
695085362,51,2009,Yes,1.0,65.0,19.23076923076923,y
695324874,43,2009,Yes,1.0,7.5,10.0,y
698156274,42,2009,Yes,1.0,10.0,25.0,n
698360822,52,2009,Yes,,10.0,15.0,n
700480201,43,2009,Yes,1.0,19.23076923076923,9.615384615384615,y
700540242,44,2009,Yes,,80.0,50.0,y
702328248,47,2009,Yes,1.0,12.5,15.0,y
702371493,43,2009,Yes,1.0,14.423076923076923,24.03846153846154,n
702371493,45,2009,Yes,1.0,26.442307692307693,24.03846153846154,y
702594311,43,2009,Yes,2.0,11.0,14.0,y
702683332,42,2009,Yes,1.0,50.0,50.0,y
703274508,46,2009,Yes,,2.7777777777777777,2.7777777777777777,y
708356144,43,2009,Yes,1.0,12.087912087912088,10.989010989010989,y
711467017,43,2009,Yes,1.0,9.0,10.0,y
712301981,45,2009,Yes,1.0,19.23076923076923,19.23076923076923,y
713484030,52,2009,Yes,1.0,9.0,10.0,y
715133752,43,2009,Yes,1.0,9.0,10.0,y
715928675,50,2009,Yes,1.0,12.0,21.5,n
715928675,51,2009,Yes,1.0,21.0,21.5,n
715928675,53,2009,Yes,1.0,21.0,21.5,n
718321462,47,2009,Yes,1.0,17.094017094017094,19.23076923076923,y
720115871,6,2010,Yes,1.0,60.0,43.26923076923077,n
721474926,12,2010,Yes,1.0,15.0,19.23076923076923,y
722041286,4,2010,Yes,,160.0,160.0,y
722326822,42,2009,Yes,2.0,7.0,33.65384615384615,y
722894002,44,2009,Yes,,15.0,20.0,y
723223111,43,2009,Yes,1.0,65.0,43.26923076923077,y
723527714,11,2010,Yes,1.0,11.875,33.65384615384615,y
724350865,12,2010,Yes,,14.0,15.0,y
726728349,50,2009,Yes,1.0,14.0,16.0,n
728538362,13,2010,Yes,1.0,10.0,19.23076923076923,y
730211318,43,2009,Yes,1.0,15.0,15.0,y
731874280,43,2009,Yes,1.0,10.0,20.0,y
732479013,48,2009,Yes,1.0,10.0,8.5,y
737871520,50,2009,Yes,1.0,12.0,12.0,y
740041208,6,2010,Yes,1.0,15.0,15.0,y
740066373,12,2010,Yes,1.0,19.23076923076923,19.23076923076923,y
741109923,7,2010,Yes,1.0,42.30769230769231,31.25,y
741253945,45,2009,Yes,2.0,10.0,25.0,y
741599948,12,2010,Yes,1.0,10.0,24.03846153846154,n
743008462,42,2009,Yes,1.0,9.0,9.0,y
743587600,43,2009,Yes,1.0,22.5,15.0,y
749802448,47,2009,Yes,1.0,11.0,11.0,y
751578957,44,2009,Yes,1.0,200.0,13.0,y
751965777,52,2009,Yes,4.0,16.826923076923077,15.0,n
751965777,53,2009,Yes,,17.307692307692307,15.0,n
752884655,45,2009,Yes,2.0,15.5,13.5,n
753424713,51,2009,Yes,1.0,5.75,12.0,n
753424713,52,2009,Yes,1.0,8.5,10.0,y
753572829,47,2009,Yes,1.0,16.923076923076923,16.483516483516482,y
754785343,47,2009,Yes,,10.4,10.0,y
756191391,43,2009,Yes,,11.5,11.5,y
757131026,11,2010,Yes,1.0,12.75,13.0,y
757949517,48,2009,Yes,1.0,12.0,12.0,y
759782806,42,2009,Yes,,14.0,13.0,y
760073339,5,2010,Yes,1.0,8.0,8.0,n
760371161,43,2009,Yes,1.0,30.0,24.03846153846154,y
761400817,52,2009,Yes,1.0,13.75,25.0,y
761443128,47,2009,Yes,1.0,8.0,10.0,n
762102110,43,2009,Yes,4.0,9.5,8.0,y
762382671,47,2009,Yes,2.0,15.625,20.0,y
763241104,49,2009,Yes,1.0,11.0,15.0,y
767639020,45,2009,Yes,1.0,14.423076923076923,19.23076923076923,y
768832172,13,2010,Yes,1.0,,10.8,y
769760476,49,2009,Yes,,10.0,15.0,y
771252655,42,2009,Yes,1.0,14.0,12.5,n
771303911,48,2009,Yes,1.0,8.75,9.0,y
772368643,10,2010,Yes,1.0,11.0,13.0,y
774006835,43,2009,Yes,1.0,5.0,13.333333333333334,y
774181312,9,2010,Yes,,8.9,8.9,y
774634416,43,2009,Yes,1.0,10.0,12.0,n
775041172,2,2010,Yes,2.0,10.0,12.0,y
776342290,42,2009,Yes,,11.75,15.0,y
776646837,42,2009,Yes,1.0,28.0,31.25,y
